4 8
649037107316853453566312041152512 3894222643901120721397872246914629
1298074214633706907132624082305024 7788445287802241442795744493829697
2596148429267413814265248164610048 15576890575604482885591488987659837
5192296858534827628530496329220096 31153781151208965771182977975320121
10384593717069655257060992658440192 62307562302417931542365955950640693
20769187434139310514121985316880384 124615124604835863084731911901281841
41538374868278621028243970633760768 249230249209671726169463823802564141
83076749736557242056487941267521536 498460498419343452338927647605128745
166153499473114484112975882535043072 996920996838686904677855295210257957
332306998946228968225951765070086144 1993841993677373809355710590420516385
664613997892457936451903530140172288 3987683987354747618711421180841033245
1329227995784915872903807060280344576 7975367974709495237422842361682066969
2658455991569831745807614120560689152 15950735949418990474845684723364134421
5316911983139663491615228241121378304 31901471898837980949691369446728269329
10633823966279326983230456482242756608 63802943797675961899382738893456539149
21267647932558653966460912964485513216 127605887595351923798765477786913078793
42535295865117307932921825928971026432 255211775190703847597530955573826158085
85070591730234615865843651857942052864 510423550381407695195061911147652316673
170141183460469231731687303715884105728 1020847100762815390390123822295304633853
340282366920938463463374607431768211456 2041694201525630780780247644590609268217
680564733841876926926749214863536422912 4083388403051261561560495289181218536949
1361129467683753853853498429727072845824 8166776806102523123120990578362437074417
2722258935367507707706996859454145691648 16333553612205046246241981156724874149357
5444517870735015415413993718908291383296 32667107224410092492483962313449748299241
10889035741470030830827987437816582766592 65334214448820184984967924626899496599013
21778071482940061661655974875633165533184 130668428897640369969935849253798993198561
43556142965880123323311949751266331066368 261336857795280739939871698507597986397661
87112285931760246646623899502532662132736 522673715590561479879743397015195972795865
174224571863520493293247799005065324265472 1045347431181122959759486794030391945592277
348449143727040986586495598010130648530944 2090694862362245919518973588060783891185105
696898287454081973172991196020261297061888 4181389724724491839037947176121567782370765
1393796574908163946345982392040522594123776 8362779449448983678075894352243135564742089
2787593149816327892691964784081045188247552 16725558898897967356151788704486271129484741
5575186299632655785383929568162090376495104 33451117797795934712303577408972542258970049
11150372599265311570767859136324180752990208 66902235595591869424607154817945084517940669
22300745198530623141535718272648361505980416 133804471191183738849214309635890169035881913
44601490397061246283071436545296723011960832 267608942382367477698428619271780338071764405
89202980794122492566142873090593446023921664 535217884764734955396857238543560676143529393
178405961588244985132285746181186892047843328 1070435769529469910793714477087121352287059373
356811923176489970264571492362373784095686656 2140871539058939821587428954174242704574119337
713623846352979940529142984724747568191373312 4281743078117879643174857908348485409148239269
1427247692705959881058285969449495136382746624 8563486156235759286349715816696970818296479137
2854495385411919762116571938898990272765493248 17126972312471518572699431633393941636592958877
5708990770823839524233143877797980545530986496 34253944624943037145398863266787883273185918361
11417981541647679048466287755595961091061972992 68507889249886074290797726533575766546371837333
22835963083295358096932575511191922182123945984 137015778499772148581595453067151533092743675281
45671926166590716193865151022383844364247891968 274031556999544297163190906134303066185487351181
91343852333181432387730302044767688728495783936 548063113999088594326381812268606132370974702985
182687704666362864775460604089535377456991567872 1096126227998177188652763624537212264741949406597
365375409332725729550921208179070754913983135744 2192252455996354377305527249074424529483898813825
730750818665451459101842416358141509827966271488 4384504911992708754611054498148849058967797628285
1461501637330902918203684832716283019655932542976 8769009823985417509222108996297698117935595257209
2923003274661805836407369665432566039311865085952 17538019647970835018444217992595396235871190515061
5846006549323611672814739330865132078623730171904 35076039295941670036888435985190792471742381030769
11692013098647223345629478661730264157247460343808 70152078591883340073776871970381584943484762062189
23384026197294446691258957323460528314494920687616 140304157183766680147553743940763169886969524125033
46768052394588893382517914646921056628989841375232 280608314367533360295107487881526339773939048250725
93536104789177786765035829293842113257979682750464 561216628735066720590214975763052679547878096502113
187072209578355573530071658587684226515959365500928 1122433257470133441180429951526105359095756193004893       
374144419156711147060143317175368453031918731001856 2244866514940266882360859903052210718191512386010457       
748288838313422294120286634350736906063837462003712 4489733029880533764721719806104421436383024772021589       
1496577676626844588240573268701473812127674924007424 8979466059761067529443439612208842872766049544043857      
2993155353253689176481146537402947624255349848014848 17958932119522135058886879224417685745532099088088397
5986310706507378352962293074805895248510699696029696 35917864239044270117773758448835371491064198176177481     
11972621413014756705924586149611790497021399392059392 71835728478088540235547516897670742982128396352355653    
23945242826029513411849172299223580994042798784118784 143671456956177080471095033795341485964256792704712001   
47890485652059026823698344598447161988085597568237568 287342913912354160942190067590682971928513585409424701   
95780971304118053647396689196894323976171195136475136 574685827824708321884380135181365943857027170818850105   
191561942608236107294793378393788647952342390272950272 1149371655649416643768760270362731887714054341637700917 
383123885216472214589586756787577295904684780545900544 2298743311298833287537520540725463775428108683275402545 
766247770432944429179173513575154591809369561091801088 4597486622597666575075041081450927550856217366550805805 
1532495540865888858358347027150309183618739122183602176 9194973245195333150150082162901855101712434733101612329
3064991081731777716716694054300618367237478244367204352 18389946490390666300300164325803710203424869466203225381
6129982163463555433433388108601236734474956488734408704 36779892980781332600600328651607420406849738932406451489
12259964326927110866866776217202473468949912977468817408 73559785961562665201200657303214840813699477864812903709
24519928653854221733733552434404946937899825954937634816 147119571923125330402401314606429681627398955729625808153
49039857307708443467467104868809893875799651909875269632 294239143846250660804802629212859363254797911459251617045
98079714615416886934934209737619787751599303819750539264 588478287692501321609605258425718726509595822918503234833
196159429230833773869868419475239575503198607639501078528 1176956575385002643219210516851437453019191645837006470413
392318858461667547739736838950479151006397215279002157056 2353913150770005286438421033702874906038383291674012941577
784637716923335095479473677900958302012794430558004314112 4707826301540010572876842067405749812076766583348025883909
1569275433846670190958947355801916604025588861116008628224 9415652603080021145753684134811499624153533166696051768577
3138550867693340381917894711603833208051177722232017256448 18831305206160042291507368269622999248307066333392103537917
6277101735386680763835789423207666416102355444464034512896 37662610412320084583014736539245998496614132666784207076601
12554203470773361527671578846415332832204710888928069025792 75325220824640169166029473078491996993228265333568414153973
25108406941546723055343157692830665664409421777856138051584 150650441649280338332058946156983993986456530667136828308721
50216813883093446110686315385661331328818843555712276103168 301300883298560676664117892313967987972913061334273656618221
100433627766186892221372630771322662657637687111424552206336 602601766597121353328235784627935975945826122668547313237225
200867255532373784442745261542645325315275374222849104412672 1205203533194242706656471569255871951891652245337094626475237
401734511064747568885490523085290650630550748445698208825344 2410407066388485413312943138511743903783304490674189252951265
803469022129495137770981046170581301261101496891396417650688 4820814132776970826625886277023487807566608981348378505903325
1606938044258990275541962092341162602522202993782792835301376 9641628265553941653251772554046975615133217962696757011807449
3213876088517980551083924184682325205044405987565585670602752 19283256531107883306503545108093951230266435925393514023615701
6427752177035961102167848369364650410088811975131171341205504 38566513062215766613007090216187902460532871850787028047232209
12855504354071922204335696738729300820177623950262342682411008 77133026124431533226014180432375804921065743701574056094465229
25711008708143844408671393477458601640355247900524685364822016 154266052248863066452028360864751609842131487403148112188931273
51422017416287688817342786954917203280710495801049370729644032 308532104497726132904056721729503219684262974806296224377863365
102844034832575377634685573909834406561420991602098741459288064 617064208995452265808113443459006439368525949612592448755727553
205688069665150755269371147819668813122841983204197482918576128 1234128417990904531616226886918012878737051899225184897511455933
411376139330301510538742295639337626245683966408394965837152256 2468256835981809063232453773836025757474103798450369795022912697
822752278660603021077484591278675252491367932816789931674304512 4936513671963618126464907547672051514948207596900739590045826229
1645504557321206042154969182557350504982735865633579863348609024 9873027343927236252929815095344103029896415193801479180091653297
3291009114642412084309938365114701009965471731267159726697218048 19746054687854472505859630190688206059792830387602958360183307437
6582018229284824168619876730229402019930943462534319453394436096 39492109375708945011719260381376412119585660775205916720366615721
13164036458569648337239753460458804039861886925068638906788872192 78984218751417890023438520762752824239171321550411833440733232293
26328072917139296674479506920917608079723773850137277813577744384 157968437502835780046877041525505648478342643100823666881466465441
52656145834278593348959013841835216159447547700274555627155488768 315936875005671560093754083051011296956685286201647333762932931741
105312291668557186697918027683670432318895095400549111254310977536 631873750011343120187508166102022593913370572403294667525865864345
210624583337114373395836055367340864637790190801098222508621955072 1263747500022686240375016332204045187826741144806589335051731729557
421249166674228746791672110734681729275580381602196445017243910144 2527495000045372480750032664408090375653482289613178670103463459985
842498333348457493583344221469363458551160763204392890034487820288 5054990000090744961500065328816180751306964579226357340206926920845
1684996666696914987166688442938726917102321526408785780068975640576 10109980000181489923000130657632361502613929158452714680413853842569
3369993333393829974333376885877453834204643052817571560137951281152 20219960000362979846000261315264723005227858316905429360827707686021
6739986666787659948666753771754907668409286105635143120275902562304 40439920000725959692000522630529446010455716633810858721655415372929
13479973333575319897333507543509815336818572211270286240551805124608 80879840001451919384001045261058892020911433267621717443310830746749
26959946667150639794667015087019630673637144422540572481103610249216 161759680002903838768002090522117784041822866535243434886621661494393
53919893334301279589334030174039261347274288845081144962207220498432 323519360005807677536004181044235568083645733070486869773243322989685
107839786668602559178668060348078522694548577690162289924414440996864 647038720011615355072008362088471136167291466140973739546486645980273
215679573337205118357336120696157045389097155380324579848828881993728 1294077440023230710144016724176942272334582932281947479092973291961453
431359146674410236714672241392314090778194310760649159697657763987456 2588154880046461420288033448353884544669165864563894958185946583923817
862718293348820473429344482784628181556388621521298319395315527974912 5176309760092922840576066896707769089338331729127789916371893167848549
1725436586697640946858688965569256363112777243042596638790631055949824 10352619520185845681152133793415538178676663458255579832743786335698017
3450873173395281893717377931138512726225554486085193277581262111899648 20705239040371691362304267586831076357353326916511159665487572671396957
6901746346790563787434755862277025452451108972170386555162524223799296 41410478080743382724608535173662152714706653833022319330975145342794841
13803492693581127574869511724554050904902217944340773110325048447598592 82820956161486765449217070347324305429413307666044638661950290685590613
27606985387162255149739023449108101809804435888681546220650096895197184 165641912322973530898434140694648610858826615332089277323900581371182161
55213970774324510299478046898216203619608871777363092441300193790394368 331283824645947061796868281389297221717653230664178554647801162742365261
110427941548649020598956093796432407239217743554726184882600387580788736 662567649291894123593736562778594443435306461328357109295602325484731465
220855883097298041197912187592864814478435487109452369765200775161577472 1325135298583788247187473125557188886870612922656714218591204650969463877
441711766194596082395824375185729628956870974218904739530401550323154944 2650270597167576494374946251114377773741225845313428437182409301938928705
883423532389192164791648750371459257913741948437809479060803100646309888 5300541194335152988749892502228755547482451690626856874364818603877858365
1766847064778384329583297500742918515827483896875618958121606201292619776 10601082388670305977499785004457511094964903381253713748729637207755717689
3533694129556768659166595001485837031654967793751237916243212402585239552 21202164777340611954999570008915022189929806762507427497459274415511436341
7067388259113537318333190002971674063309935587502475832486424805170479104 42404329554681223909999140017830044379859613525014854994918548831022873649
14134776518227074636666380005943348126619871175004951664972849610340958208 84808659109362447819998280035660088759719227050029709989837097662045748269
28269553036454149273332760011886696253239742350009903329945699220681916416 169617318218724895639996560071320177519438454100059419979674195324091497513
56539106072908298546665520023773392506479484700019806659891398441363832832 339234636437449791279993120142640355038876908200118839959348390648182996005
113078212145816597093331040047546785012958969400039613319782796882727665664 678469272874899582559986240285280710077753816400237679918696781296365992993
226156424291633194186662080095093570025917938800079226639565593765455331328 1356938545749799165119972480570561420155507632800475359837393562592731986973
452312848583266388373324160190187140051835877600158453279131187530910662656 2713877091499598330239944961141122840311015265600950719674787125185463974937
904625697166532776746648320380374280103671755200316906558262375061821325312 5427754182999196660479889922282245680622030531201901439349574250370927950869
1809251394333065553493296640760748560207343510400633813116524750123642650624 10855508365998393320959779844564491361244061062403802878699148500741855902737
3618502788666131106986593281521497120414687020801267626233049500247285301248 21711016731996786641919559689128982722488122124807605757398297001483711806477
7237005577332262213973186563042994240829374041602535252466099000494570602496 43422033463993573283839119378257965444976244249615211514796594002967423613961
14474011154664524427946373126085988481658748083205070504932198000989141204992 86844066927987146567678238756515930889952488499230423029593188005934847228933
28948022309329048855892746252171976963317496166410141009864396001978282409984 173688133855974293135356477513031861779904976998460846059186376011869694458881
57896044618658097711785492504343953926634992332820282019728792003956564819968 347376267711948586270712955026063723559809953996921692118372752023739388918781
115792089237316195423570985008687907853269984665640564039457584007913129639936 694752535423897172541425910052127447119619907993843384236745504047478777838585
231584178474632390847141970017375815706539969331281128078915168015826259279872 1389505070847794345082851820104254894239239815987686768473491008094957555678197
463168356949264781694283940034751631413079938662562256157830336031652518559744 2779010141695588690165703640208509788478479631975373536946982016189915111357425
926336713898529563388567880069503262826159877325124512315660672063305037119488 5558020283391177380331407280417019576956959263950747073893964032379830222715885
1852673427797059126777135760139006525652319754650249024631321344126610074238976 11116040566782354760662814560834039153913918527901494147787928064759660445432809
3705346855594118253554271520278013051304639509300498049262642688253220148477952 22232081133564709521325629121668078307827837055802988295575856129519320890866661
7410693711188236507108543040556026102609279018600996098525285376506440296955904 44464162267129419042651258243336156615655674111605976591151712259038641781734369
14821387422376473014217086081112052205218558037201992197050570753012880593911808 88928324534258838085302516486672313231311348223211953182303424518077283563469789
29642774844752946028434172162224104410437116074403984394101141506025761187823616 177856649068517676170605032973344626462622696446423906364606849036154567126940633
59285549689505892056868344324448208820874232148807968788202283012051522375647232 355713298137035352341210065946689252925245392892847812729213698072309134253882325
118571099379011784113736688648896417641748464297615937576404566024103044751294464 711426596274070704682420131893378505850490785785695625458427396144618268507765713
237142198758023568227473377297792835283496928595231875152809132048206089502588928 1422853192548141409364840263786757011700981571571391250916854792289236537015532493
474284397516047136454946754595585670566993857190463750305618264096412179005177856 2845706385096282818729680527573514023401963143142782501833709584578473074031066057
948568795032094272909893509191171341133987714380927500611236528192824358010355712 5691412770192565637459361055147028046803926286285565003667419169156946148062133189
1897137590064188545819787018382342682267975428761855001222473056385648716020711424 11382825540385131274918722110294056093607852572571130007334838338313892296124267457
3794275180128377091639574036764685364535950857523710002444946112771297432041422848 22765651080770262549837444220588112187215705145142260014669676676627784592248535997
7588550360256754183279148073529370729071901715047420004889892225542594864082845696 45531302161540525099674888441176224374431410290284520029339353353255569184497073081
15177100720513508366558296147058741458143803430094840009779784451085189728165691392 91062604323081050199349776882352448748862820580569040058678706706511138368994147253
30354201441027016733116592294117482916287606860189680019559568902170379456331382784 182125208646162100398699553764704897497725641161138080117357413413022276737988295601
60708402882054033466233184588234965832575213720379360039119137804340758912662765568 364250417292324200797399107529409794995451282322276160234714826826044553475976592301
121416805764108066932466369176469931665150427440758720078238275608681517825325531136 728500834584648401594798215058819589990902564644552320469429653652089106951953185705
242833611528216133864932738352939863330300854881517440156476551217363035650651062272 1457001669169296803189596430117639179981805129289104640938859307304178213903906372517
485667223056432267729865476705879726660601709763034880312953102434726071301302124544 2914003338338593606379192860235278359963610258578209281877718614608356427807812746145
971334446112864535459730953411759453321203419526069760625906204869452142602604249088 5828006676677187212758385720470556719927220517156418563755437229216712855615625493405
1942668892225729070919461906823518906642406839052139521251812409738904285205208498176 11656013353354374425516771440941113439854441034312837127510874458433425711231250987929
3885337784451458141838923813647037813284813678104279042503624819477808570410416996352 23312026706708748851033542881882226879708882068625674255021748916866851422462501976981
7770675568902916283677847627294075626569627356208558085007249638955617140820833992704 46624053413417497702067085763764453759417764137251348510043497833733702844925003955089
15541351137805832567355695254588151253139254712417116170014499277911234281641667985408 93248106826834995404134171527528907518835528274502697020086995667467405689850007911309
31082702275611665134711390509176302506278509424834232340028998555822468563283335970816 186496213653669990808268343055057815037671056549005394040173991334934811379700015823753
62165404551223330269422781018352605012557018849668464680057997111644937126566671941632 372992427307339981616536686110115630075342113098010788080347982669869622759400031648645
124330809102446660538845562036705210025114037699336929360115994223289874253133343883264 745984854614679963233073372220231260150684226196021576160695965339739245518800063298433
248661618204893321077691124073410420050228075398673858720231988446579748506266687766528 1491969709229359926466146744440462520301368452392043152321391930679478491037600126598013
497323236409786642155382248146820840100456150797347717440463976893159497012533375533056 2983939418458719852932293488880925040602736904784086304642783861358956982075200253197177
994646472819573284310764496293641680200912301594695434880927953786318994025066751066112 5967878836917439705864586977761850081205473809568172609285567722717913964150400506395509
1989292945639146568621528992587283360401824603189390869761855907572637988050133502132224 11935757673834879411729173955523700162410947619136345218571135445435827928300801012792177
3978585891278293137243057985174566720803649206378781739523711815145275976100267004264448 23871515347669758823458347911047400324821895238272690437142270890871655856601602025585517
7957171782556586274486115970349133441607298412757563479047423630290551952200534008528896 47743030695339517646916695822094800649643790476545380874284541781743311713203204051172201
15914343565113172548972231940698266883214596825515126958094847260581103904401068017057792 95486061390679035293833391644189601299287580953090761748569083563486623426406408102345573
31828687130226345097944463881396533766429193651030253916189694521162207808802136034115584 190972122781358070587666783288379202598575161906181523497138167126973246852812816204692321
63657374260452690195888927762793067532858387302060507832379389042324415617604272068231168 381944245562716141175333566576758405197150323812363046994276334253946493705625632409385821
127314748520905380391777855525586135065716774604121015664758778084648831235208544136462336 763888491125432282350667133153516810394300647624726093988552668507892987411251264818772825
254629497041810760783555711051172270131433549208242031329517556169297662470417088272924672 1527776982250864564701334266307033620788601295249452187977105337015785974822502529637546837
509258994083621521567111422102344540262867098416484062659035112338595324940834176545849344 3055553964501729129402668532614067241577202590498904375954210674031571949645005059275094865
1018517988167243043134222844204689080525734196832968125318070224677190649881668353091698688 6111107929003458258805337065228134483154405180997808751908421348063143899290010118550190925
2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397376 12222215858006916517610674130456268966308810361995617503816842696126287798580020237100383049
4074071952668972172536891376818756322102936787331872501272280898708762599526673412366794752 24444431716013833035221348260912537932617620723991235007633685392252575597160040474200767301
8148143905337944345073782753637512644205873574663745002544561797417525199053346824733589504 48888863432027666070442696521825075865235241447982470015267370784505151194320080948401535809
16296287810675888690147565507275025288411747149327490005089123594835050398106693649467179008 97777726864055332140885393043650151730470482895964940030534741569010302388640161896803072829
32592575621351777380295131014550050576823494298654980010178247189670100796213387298934358016 195555453728110664281770786087300303460940965791929880061069483138020604777280323793606146873
65185151242703554760590262029100101153646988597309960020356494379340201592426774597868716032 391110907456221328563541572174600606921881931583859760122138966276041209554560647587212294965
130370302485407109521180524058200202307293977194619920040712988758680403184853549195737432064 782221814912442657127083144349201213843763863167719520244277932552082419109121295174424591153
260740604970814219042361048116400404614587954389239840081425977517360806369707098391474864128 1564443629824885314254166288698402427687527726335439040488555865104164838218242590348849183533
521481209941628438084722096232800809229175908778479680162851955034721612739414196782949728256 3128887259649770628508332577396804855375055452670878080977111730208329676436485180697698368297
1042962419883256876169444192465601618458351817556959360325703910069443225478828393565899456512 6257774519299541257016665154793609710750110905341756161954223460416659352872970361395396737829
2085924839766513752338888384931203236916703635113918720651407820138886450957656787131798913024 12515549038599082514033330309587219421500221810683512323908446920833318705745940722790793476897
4171849679533027504677776769862406473833407270227837441302815640277772901915313574263597826048 25031098077198165028066660619174438843000443621367024647816893841666637411491881445581586955037
8343699359066055009355553539724812947666814540455674882605631280555545803830627148527195652096 50062196154396330056133321238348877686000887242734049295633787683333274822983762891163173911321
16687398718132110018711107079449625895333629080911349765211262561111091607661254297054391304192 100124392308792660112266642476697755372001774485468098591267575366666549645967525782326347823893
33374797436264220037422214158899251790667258161822699530422525122222183215322508594108782608384 200248784617585320224533284953395510744003548970936197182535150733333099291935051564652695649041
66749594872528440074844428317798503581334516323645399060845050244444366430645017188217565216768 400497569235170640449066569906791021488007097941872394365070301466666198583870103129305391299341
133499189745056880149688856635597007162669032647290798121690100488888732861290034376435130433536 800995138470341280898133139813582042976014195883744788730140602933332397167740206258610782599945
266998379490113760299377713271194014325338065294581596243380200977777465722580068752870260867072 1601990276940682561796266279627164085952028391767489577460281205866664794335480412517221565201157
533996758980227520598755426542388028650676130589163192486760401955554931445160137505740521734144 3203980553881365123592532559254328171904056783534979154920562411733329588670960825034443130403585
1067993517960455041197510853084776057301352261178326384973520803911109862890320275011481043468288 6407961107762730247185065118508656343808113567069958309841124823466659177341921650068886260808445
2135987035920910082395021706169552114602704522356652769947041607822219725780640550022962086936576 12815922215525460494370130237017312687616227134139916619682249646933318354683843300137772521618169
4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152 25631844431050920988740260474034625375232454268279833239364499293866636709367686600275545043237621
8543948143683640329580086824678208458410818089426611079788166431288878903122562200091848347746304 51263688862101841977480520948069250750464908536559666478728998587733273418735373200551090086476529
17087896287367280659160173649356416916821636178853222159576332862577757806245124400183696695492608 102527377724203683954961041896138501500929817073119332957457997175466546837470746401102180172954349
34175792574734561318320347298712833833643272357706444319152665725155515612490248800367393390985216 205054755448407367909922083792277003001859634146238665914915994350933093674941492802204360345909993
68351585149469122636640694597425667667286544715412888638305331450311031224980497600734786781970432 410109510896814735819844167584554006003719268292477331829831988701866187349882985604408720691821285
136703170298938245273281389194851335334573089430825777276610662900622062449960995201469573563940864 820219021793629471639688335169108012007438536584954663659663977403732374699765971208817441383643873
273406340597876490546562778389702670669146178861651554553221325801244124899921990402939147127881728 1640438043587258943279376670338216024014877073169909327319327954807464749399531942417634882767289053
546812681195752981093125556779405341338292357723303109106442651602488249799843980805878294255763456 3280876087174517886558753340676432048029754146339818654638655909614929498799063884835269765534579417
1093625362391505962186251113558810682676584715446606218212885303204976499599687961611756588511526912 6561752174349035773117506681352864096059508292679637309277311819229858997598127769670539531069160149
2187250724783011924372502227117621365353169430893212436425770606409952999199375923223513177023053824 13123504348698071546235013362705728192119016585359274618554623638459717995196255539341079062138321617
4374501449566023848745004454235242730706338861786424872851541212819905998398751846447026354046107648 26247008697396143092470026725411456384238033170718549237109247276919435990392511078682158124276644557
8749002899132047697490008908470485461412677723572849745703082425639811996797503692894052708092215296 52494017394792286184940053450822912768476066341437098474218494553838871980785022157364316248553290441
17498005798264095394980017816940970922825355447145699491406164851279623993595007385788105416184430592 104988034789584572369880106901645825536952132682874196948436989107677743961570044314728632497106582213
34996011596528190789960035633881941845650710894291398982812329702559247987190014771576210832368861184 209976069579169144739760213803291651073904265365748393896873978215355487923140088629457264994213165761
69992023193056381579920071267763883691301421788582797965624659405118495974380029543152421664737722368 419952139158338289479520427606583302147808530731496787793747956430710975846280177258914529988426332861
139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736 839904278316676578959040855213166604295617061462993575587495912861421951692560354517829059976852667065
279968092772225526319680285071055534765205687154331191862498637620473983897520118172609686658950889472 1679808556633353157918081710426333208591234122925987151174991825722843903385120709035658119953705335477
559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944 3359617113266706315836163420852666417182468245851974302349983651445687806770241418071316239907410672305
1119872371088902105278721140284222139060822748617324767449994550481895935590080472690438746635803557888 6719234226533412631672326841705332834364936491703948604699967302891375613540482836142632479814821345965
2239744742177804210557442280568444278121645497234649534899989100963791871180160945380877493271607115776 13438468453066825263344653683410665668729872983407897209399934605782751227080965672285264959629642693289
4479489484355608421114884561136888556243290994469299069799978201927583742360321890761754986543214231552 26876936906133650526689307366821331337459745966815794418799869211565502454161931344570529919259285387941
8958978968711216842229769122273777112486581988938598139599956403855167484720643781523509973086428463104 53753873812267301053378614733642662674919491933631588837599738423131004908323862689141059838518570777249
17917957937422433684459538244547554224973163977877196279199912807710334969441287563047019946172856926208 107507747624534602106757229467285325349838983867263177675199476846262009816647725378282119677037141555869
35835915874844867368919076489095108449946327955754392558399825615420669938882575126094039892345713852416 215015495249069204213514458934570650699677967734526355350398953692524019633295450756564239354074283113113
71671831749689734737838152978190216899892655911508785116799651230841339877765150252188079784691427704832 430030990498138408427028917869141301399355935469052710700797907385048039266590901513128478708148566227605
143343663499379469475676305956380433799785311823017570233599302461682679755530300504376159569382855409664 860061980996276816854057835738282602798711870938105421401595814770096078533181803026256957416297132456593
286687326998758938951352611912760867599570623646035140467198604923365359511060601008752319138765710819328 1720123961992553633708115671476565205597423741876210842803191629540192157066363606052513914832594264914573
573374653997517877902705223825521735199141247292070280934397209846730719022121202017504638277531421638656 3440247923985107267416231342953130411194847483752421685606383259080384314132727212105027829665188529830537
1146749307995035755805410447651043470398282494584140561868794419693461438044242404035009276555062843277312 6880495847970214534832462685906260822389694967504843371212766518160768628265454424210055659330377059662469
2293498615990071511610820895302086940796564989168281123737588839386922876088484808070018553110125686554624 13760991695940429069664925371812521644779389935009686742425533036321537256530908848420111318660754119326337        
4586997231980143023221641790604173881593129978336562247475177678773845752176969616140037106220251373109248 27521983391880858139329850743625043289558779870019373484851066072643074513061817696840222637321508238654077        
9173994463960286046443283581208347763186259956673124494950355357547691504353939232280074212440502746218496 55043966783761716278659701487250086579117559740038746969702132145286149026123635393680445274643016477309561        
18347988927920572092886567162416695526372519913346248989900710715095383008707878464560148424881005492436992 110087933567523432557319402974500173158235119480077493939404264290572298052247270787360890549286032954620533      
36695977855841144185773134324833391052745039826692497979801421430190766017415756929120296849762010984873984 220175867135046865114638805949000346316470238960154987878808528581144596104494541574721781098572065909242481      
73391955711682288371546268649666782105490079653384995959602842860381532034831513858240593699524021969747968 440351734270093730229277611898000692632940477920309975757617057162289192208989083149443562197144131818486381      
146783911423364576743092537299333564210980159306769991919205685720763064069663027716481187399048043939495936 880703468540187460458555223796001385265880955840619951515234114324578384417978166298887124394288263636974185     
